Labels	APTMethylS_Br15_1M_1MHz_0	
149.414060	2.50000000E+1	
149.902340	3.50000000E+1	
150.390630	2.40000000E+1	
150.878910	3.20000000E+1	
151.367190	3.50000000E+1	
151.855470	1.70000000E+1	
152.343750	3.30000000E+1	
152.83200	2.10000000E+1	
153.320310	1.70000000E+1	
153.808590	2.60000000E+1	
154.296880	2.40000000E+1	
154.785160	2.60000000E+1	
155.273440	2.20000000E+1	
155.761720	2.80000000E+1	
156.2500	2.40000000E+1	
156.738280	2.50000000E+1	
157.226560	2.10000000E+1	
157.714840	2.30000000E+1	
158.203130	2.40000000E+1	
158.691410	2.80000000E+1	
159.179690	3.40000000E+1	
159.66800	3.40000000E+1	
160.156250	2.40000000E+1	
160.644530	2.40000000E+1	
161.132810	2.30000000E+1	
161.621090	2.70000000E+1	
162.109380	3.00000000E+1	
162.597660	2.20000000E+1	
163.085940	2.00000000E+1	
163.574220	2.80000000E+1	
164.062500	2.60000000E+1	
164.550780	1.80000000E+1	
165.039060	2.20000000E+1	
165.527340	2.30000000E+1	
166.015630	2.90000000E+1	
166.503910	3.10000000E+1	
166.992190	2.60000000E+1	
167.480470	2.60000000E+1	
167.968750	2.50000000E+1	
168.45700	1.70000000E+1	
168.945310	1.60000000E+1	
169.433590	2.10000000E+1	
169.921880	3.30000000E+1	
170.410160	2.70000000E+1	
170.898440	3.30000000E+1	
171.386720	1.80000000E+1	
171.87500	1.90000000E+1	
172.363280	2.00000000E+1	
172.851560	2.40000000E+1	
173.339840	2.00000000E+1	
173.828130	2.70000000E+1	
174.316410	2.00000000E+1	
174.804690	3.20000000E+1	
175.29300	2.50000000E+1	
175.781250	1.70000000E+1	
176.269530	1.80000000E+1	
176.757810	1.90000000E+1	
177.246090	1.70000000E+1	
177.734380	2.30000000E+1	
178.222660	2.10000000E+1	
178.710940	2.90000000E+1	
179.199220	2.70000000E+1	
179.687500	2.40000000E+1	
180.175780	3.10000000E+1	
180.664060	1.90000000E+1	
181.152340	2.00000000E+1	
181.640630	2.60000000E+1	
182.128910	2.90000000E+1	
182.617190	3.00000000E+1	
183.105470	1.40000000E+1	
183.593750	2.40000000E+1	
184.08200	2.90000000E+1	
184.570310	2.30000000E+1	
185.058590	2.90000000E+1	
185.546880	2.70000000E+1	
186.035160	2.40000000E+1	
186.523440	2.20000000E+1	
187.011720	2.70000000E+1	
187.500	2.20000000E+1	
187.988280	2.60000000E+1	
188.476560	2.60000000E+1	
188.964840	1.90000000E+1	
189.453130	3.10000000E+1	
189.941410	2.70000000E+1	
190.429690	3.20000000E+1	
190.91800	2.80000000E+1	
191.406250	1.80000000E+1	
191.894530	2.50000000E+1	
192.382810	1.40000000E+1	
192.871090	2.00000000E+1	
193.359380	2.10000000E+1	
193.847660	2.60000000E+1	
194.335940	2.20000000E+1	
194.824220	2.30000000E+1	
195.312500	2.40000000E+1	
195.800780	2.20000000E+1	
196.289060	2.20000000E+1	
196.777340	2.10000000E+1	
197.265630	2.00000000E+1	
197.753910	2.30000000E+1	
198.242190	2.50000000E+1	
198.730470	2.20000000E+1	
199.218750	2.10000000E+1	
199.70700	2.00000000E+1	
200.195310	2.30000000E+1	
200.683590	2.40000000E+1	
201.171880	1.90000000E+1	
201.660160	2.60000000E+1	
202.148440	1.90000000E+1	
202.636720	1.70000000E+1	
203.12500	1.60000000E+1	
203.613280	2.00000000E+1	
204.101560	2.90000000E+1	
204.589840	3.20000000E+1	
205.078130	2.40000000E+1	
205.566410	1.70000000E+1	
206.054690	2.60000000E+1	
206.54300	2.40000000E+1	
207.031250	2.40000000E+1	
207.519530	1.80000000E+1	
208.007810	1.90000000E+1	
208.496090	2.70000000E+1	
208.984380	1.80000000E+1	
209.472660	2.10000000E+1	
209.960940	2.00000000E+1	
210.449220	2.10000000E+1	
210.937500	2.60000000E+1	
211.425780	2.80000000E+1	
211.914060	2.50000000E+1	
212.402340	1.80000000E+1	
212.890630	1.50000000E+1	
213.378910	3.30000000E+1	
213.867190	2.00000000E+1	
214.355470	2.10000000E+1	
214.843750	1.80000000E+1	
215.33200	3.20000000E+1	
215.820310	2.00000000E+1	
216.308590	3.10000000E+1	
216.796880	1.80000000E+1	
217.285160	2.20000000E+1	
217.773440	2.30000000E+1	
218.261720	2.00000000E+1	
218.7500	2.10000000E+1	
219.238280	2.80000000E+1	
219.726560	1.70000000E+1	
220.214840	1.80000000E+1	
220.703130	2.70000000E+1	
221.191410	2.60000000E+1	
221.679690	2.60000000E+1	
222.16800	2.00000000E+1	
222.656250	2.80000000E+1	
223.144530	2.90000000E+1	
223.632810	1.40000000E+1	
224.121090	2.40000000E+1	
224.609380	1.70000000E+1	
225.097660	2.70000000E+1	
225.585940	3.40000000E+1	
226.074220	2.10000000E+1	
226.562500	2.80000000E+1	
227.050780	2.50000000E+1	
227.539060	2.30000000E+1	
228.027340	1.50000000E+1	
228.515630	2.50000000E+1	
229.003910	2.70000000E+1	
229.492190	2.60000000E+1	
229.980470	1.40000000E+1	
230.468750	2.30000000E+1	
230.95700	1.90000000E+1	
231.445310	2.80000000E+1	
231.933590	2.00000000E+1	
232.421880	3.10000000E+1	
232.910160	2.60000000E+1	
233.398440	1.90000000E+1	
233.886720	2.00000000E+1	
234.37500	2.20000000E+1	
234.863280	2.00000000E+1	
235.351560	3.20000000E+1	
235.839840	2.00000000E+1	
236.328130	2.30000000E+1	
236.816410	2.30000000E+1	
237.304690	2.00000000E+1	
237.79300	2.80000000E+1	
238.281250	2.20000000E+1	
238.769530	2.30000000E+1	
239.257810	2.00000000E+1	
239.746090	2.70000000E+1	
240.234380	1.80000000E+1	
240.722660	2.30000000E+1	
241.210940	2.10000000E+1	
241.699220	2.80000000E+1	
242.187500	1.90000000E+1	
242.675780	2.20000000E+1	
243.164060	2.30000000E+1	
243.652340	2.10000000E+1	
244.140630	2.30000000E+1	
244.628910	2.50000000E+1	
245.117190	2.60000000E+1	
245.605470	1.70000000E+1	
246.093750	1.50000000E+1	
246.58200	1.60000000E+1	
247.070310	1.80000000E+1	
247.558590	2.40000000E+1	
248.046880	2.90000000E+1	
248.535160	1.80000000E+1	
249.023440	3.00000000E+1	
249.511720	2.30000000E+1	
250.00	3.10000000E+1	
250.488280	2.30000000E+1	
250.976560	1.50000000E+1	
251.464840	2.40000000E+1	
251.953130	2.40000000E+1	
252.441410	2.50000000E+1	
252.929690	2.30000000E+1	
253.41800	2.00000000E+1	
253.906250	2.70000000E+1	
254.394530	1.80000000E+1	
254.882810	2.00000000E+1	
255.371090	2.20000000E+1	
255.859380	2.20000000E+1	
256.347660	2.50000000E+1	
256.835940	2.80000000E+1	
257.324220	2.90000000E+1	
257.812500	2.00000000E+1	
258.300780	1.50000000E+1	
258.789060	2.70000000E+1	
259.277340	2.40000000E+1	
259.765630	2.50000000E+1	
260.253910	3.30000000E+1	
260.742190	1.40000000E+1	
261.230470	2.20000000E+1	
261.718750	2.60000000E+1	
262.20700	2.30000000E+1	
262.695310	2.10000000E+1	
263.183590	3.10000000E+1	
263.671880	2.40000000E+1	
264.160160	2.90000000E+1	
264.648440	2.00000000E+1	
265.136720	2.20000000E+1	
265.62500	2.60000000E+1	
266.113280	2.60000000E+1	
266.601560	2.30000000E+1	
267.089840	2.10000000E+1	
267.578130	2.10000000E+1	
268.066410	1.90000000E+1	
268.554690	1.80000000E+1	
269.04300	1.90000000E+1	
269.531250	1.80000000E+1	
270.019530	3.70000000E+1	
270.507810	2.10000000E+1	
270.996090	2.80000000E+1	
271.484380	2.00000000E+1	
271.972660	1.90000000E+1	
272.460940	2.20000000E+1	
272.949220	1.60000000E+1	
273.437500	2.20000000E+1	
273.925780	2.20000000E+1	
274.414060	1.90000000E+1	
274.902340	2.20000000E+1	
275.390630	2.30000000E+1	
275.878910	1.40000000E+1	
276.367190	2.00000000E+1	
276.855470	2.20000000E+1	
277.343750	8.00000000E+0	
277.83200	2.30000000E+1	
278.320310	2.30000000E+1	
278.808590	1.80000000E+1	
279.296880	2.70000000E+1	
279.785160	2.30000000E+1	
280.273440	1.90000000E+1	
280.761720	1.90000000E+1	
281.2500	2.30000000E+1	
281.738280	2.20000000E+1	
282.226560	2.30000000E+1	
282.714840	2.10000000E+1	
283.203130	2.90000000E+1	
283.691410	2.10000000E+1	
284.179690	2.40000000E+1	
284.66800	1.90000000E+1	
285.156250	2.80000000E+1	
285.644530	1.90000000E+1	
286.132810	2.10000000E+1	
286.621090	2.70000000E+1	
287.109380	2.10000000E+1	
287.597660	2.30000000E+1	
288.085940	2.00000000E+1	
288.574220	2.60000000E+1	
289.062500	2.20000000E+1	
289.550780	1.70000000E+1	
290.039060	2.20000000E+1	
290.527340	2.30000000E+1	
291.015630	1.00000000E+1	
291.503910	1.90000000E+1	
291.992190	2.10000000E+1	
292.480470	2.20000000E+1	
292.968750	2.00000000E+1	
293.45700	2.20000000E+1	
293.945310	2.30000000E+1	
294.433590	3.00000000E+1	
294.921880	2.50000000E+1	
295.410160	1.90000000E+1	
295.898440	1.10000000E+1	
296.386720	2.90000000E+1	
296.87500	2.80000000E+1	
297.363280	1.30000000E+1	
297.851560	2.30000000E+1	
298.339840	1.10000000E+1	
298.828130	2.90000000E+1	
299.316410	1.30000000E+1	
299.804690	2.30000000E+1	
300.29300	2.40000000E+1	
300.781250	2.10000000E+1	
301.269530	2.70000000E+1	
301.757810	1.80000000E+1	
302.246090	2.00000000E+1	
302.734380	3.10000000E+1	
303.222660	2.10000000E+1	
303.710940	2.40000000E+1	
304.199220	1.90000000E+1	
304.687500	2.60000000E+1	
305.175780	1.70000000E+1	
305.664060	1.90000000E+1	
306.152340	2.70000000E+1	
306.640630	1.60000000E+1	
307.128910	1.70000000E+1	
307.617190	2.20000000E+1	
308.105470	1.80000000E+1	
308.593750	1.50000000E+1	
309.08200	1.60000000E+1	
309.570310	1.30000000E+1	
310.058590	2.30000000E+1	
310.546880	1.80000000E+1	
311.035160	2.50000000E+1	
311.523440	1.80000000E+1	
312.011720	1.90000000E+1	
312.500	2.20000000E+1	
312.988280	2.30000000E+1	
313.476560	2.30000000E+1	
313.964840	2.50000000E+1	
314.453130	2.50000000E+1	
314.941410	1.70000000E+1	
315.429690	1.90000000E+1	
315.91800	2.60000000E+1	
316.406250	2.00000000E+1	
316.894530	2.10000000E+1	
317.382810	2.00000000E+1	
317.871090	1.30000000E+1	
318.359380	1.40000000E+1	
318.847660	2.30000000E+1	
319.335940	2.00000000E+1	
319.824220	2.10000000E+1	
320.312500	1.50000000E+1	
320.800780	2.80000000E+1	
321.289060	1.90000000E+1	
321.777340	1.90000000E+1	
322.265630	1.60000000E+1	
322.753910	2.50000000E+1	
323.242190	1.70000000E+1	
323.730470	2.20000000E+1	
324.218750	1.90000000E+1	
324.70700	1.80000000E+1	
325.195310	1.50000000E+1	
325.683590	3.50000000E+1	
326.171880	2.50000000E+1	
326.660160	1.50000000E+1	
327.148440	1.50000000E+1	
327.636720	2.60000000E+1	
328.12500	2.10000000E+1	
328.613280	2.00000000E+1	
329.101560	2.00000000E+1	
329.589840	2.40000000E+1	
330.078130	1.70000000E+1	
330.566410	2.70000000E+1	
331.054690	3.30000000E+1	
331.54300	2.30000000E+1	
332.031250	2.50000000E+1	
332.519530	1.20000000E+1	
333.007810	2.40000000E+1	
333.496090	2.10000000E+1	
333.984380	1.40000000E+1	
334.472660	1.80000000E+1	
334.960940	1.90000000E+1	
335.449220	1.70000000E+1	
335.937500	3.30000000E+1	
336.425780	2.20000000E+1	
336.914060	1.70000000E+1	
337.402340	1.70000000E+1	
337.890630	1.40000000E+1	
338.378910	1.70000000E+1	
338.867190	2.20000000E+1	
339.355470	1.60000000E+1	
339.843750	1.90000000E+1	
340.33200	2.60000000E+1	
340.820310	1.90000000E+1	
341.308590	2.00000000E+1	
341.796880	1.60000000E+1	
342.285160	2.20000000E+1	
342.773440	1.90000000E+1	
343.261720	9.00000000E+0	
343.7500	2.10000000E+1	
344.238280	1.50000000E+1	
344.726560	1.40000000E+1	
345.214840	2.60000000E+1	
345.703130	2.00000000E+1	
346.191410	2.30000000E+1	
346.679690	2.40000000E+1	
347.16800	2.30000000E+1	
347.656250	2.40000000E+1	
348.144530	1.50000000E+1	
348.632810	1.90000000E+1	
349.121090	1.70000000E+1	
349.609380	1.20000000E+1	
350.097660	1.30000000E+1	
350.585940	2.20000000E+1	
351.074220	1.90000000E+1	
351.562500	2.20000000E+1	
352.050780	1.40000000E+1	
352.539060	2.00000000E+1	
353.027340	2.10000000E+1	
353.515630	2.60000000E+1	
354.003910	1.60000000E+1	
354.492190	2.40000000E+1	
354.980470	1.70000000E+1	
355.468750	2.20000000E+1	
355.95700	2.20000000E+1	
356.445310	2.20000000E+1	
356.933590	3.00000000E+1	
357.421880	2.00000000E+1	
357.910160	1.50000000E+1	
358.398440	2.00000000E+1	
358.886720	2.30000000E+1	
359.37500	2.00000000E+1	
359.863280	2.20000000E+1	
360.351560	1.50000000E+1	
360.839840	1.80000000E+1	
361.328130	2.30000000E+1	
361.816410	2.10000000E+1	
362.304690	2.00000000E+1	
362.79300	1.60000000E+1	
363.281250	2.10000000E+1	
363.769530	2.00000000E+1	
364.257810	1.30000000E+1	
364.746090	3.00000000E+1	
365.234380	2.70000000E+1	
365.722660	1.30000000E+1	
366.210940	2.70000000E+1	
366.699220	3.20000000E+1	
367.187500	1.80000000E+1	
367.675780	1.40000000E+1	
368.164060	1.30000000E+1	
368.652340	1.80000000E+1	
369.140630	2.00000000E+1	
369.628910	2.40000000E+1	
370.117190	1.90000000E+1	
370.605470	1.60000000E+1	
371.093750	1.10000000E+1	
371.58200	1.70000000E+1	
372.070310	2.20000000E+1	
372.558590	2.30000000E+1	
373.046880	1.80000000E+1	
373.535160	2.70000000E+1	
374.023440	2.00000000E+1	
374.511720	1.30000000E+1	
375.00	1.20000000E+1	
375.488280	1.40000000E+1	
375.976560	1.50000000E+1	
376.464840	1.50000000E+1	
376.953130	1.70000000E+1	
377.441410	1.40000000E+1	
377.929690	1.70000000E+1	
378.41800	2.20000000E+1	
378.906250	1.80000000E+1	
379.394530	1.60000000E+1	
379.882810	2.90000000E+1	
380.371090	1.70000000E+1	
380.859380	2.10000000E+1	
381.347660	2.60000000E+1	
381.835940	2.30000000E+1	
382.324220	1.90000000E+1	
382.812500	2.70000000E+1	
383.300780	1.90000000E+1	
383.789060	1.50000000E+1	
384.277340	2.00000000E+1	
384.765630	1.70000000E+1	
385.253910	1.40000000E+1	
385.742190	2.10000000E+1	
386.230470	2.10000000E+1	
386.718750	2.20000000E+1	
387.20700	2.50000000E+1	
387.695310	2.50000000E+1	
388.183590	1.90000000E+1	
388.671880	1.70000000E+1	
389.160160	1.80000000E+1	
389.648440	1.60000000E+1	
390.136720	1.70000000E+1	
390.62500	1.70000000E+1	
391.113280	2.90000000E+1	
391.601560	1.30000000E+1	
392.089840	1.80000000E+1	
392.578130	1.50000000E+1	
393.066410	1.70000000E+1	
393.554690	1.30000000E+1	
394.04300	2.20000000E+1	
394.531250	1.40000000E+1	
395.019530	1.60000000E+1	
395.507810	1.90000000E+1	
395.996090	1.60000000E+1	
396.484380	1.90000000E+1	
396.972660	2.40000000E+1	
397.460940	1.50000000E+1	
397.949220	2.40000000E+1	
398.437500	1.30000000E+1	
398.925780	2.30000000E+1	
399.414060	1.60000000E+1	
399.902340	1.80000000E+1	
400.390630	2.00000000E+1	
400.878910	2.10000000E+1	
401.367190	1.10000000E+1	
401.855470	1.00000000E+1	
402.343750	2.50000000E+1	
402.83200	1.60000000E+1	
403.320310	2.80000000E+1	
403.808590	1.80000000E+1	
404.296880	1.50000000E+1	
404.785160	1.80000000E+1	
405.273440	2.90000000E+1	
405.761720	1.40000000E+1	
406.2500	2.10000000E+1	
406.738280	1.50000000E+1	
407.226560	1.60000000E+1	
407.714840	1.30000000E+1	
408.203130	1.20000000E+1	
408.691410	2.00000000E+1	
409.179690	2.10000000E+1	
409.66800	1.50000000E+1	
410.156250	2.40000000E+1	
410.644530	1.80000000E+1	
411.132810	1.90000000E+1	
411.621090	1.90000000E+1	
412.109380	1.30000000E+1	
412.597660	2.00000000E+1	
413.085940	2.80000000E+1	
413.574220	1.10000000E+1	
414.062500	1.90000000E+1	
414.550780	1.20000000E+1	
415.039060	1.50000000E+1	
415.527340	2.30000000E+1	
416.015630	2.00000000E+1	
416.503910	1.80000000E+1	
416.992190	1.20000000E+1	
417.480470	2.00000000E+1	
417.968750	1.80000000E+1	
418.45700	2.00000000E+1	
418.945310	1.00000000E+1	
419.433590	2.10000000E+1	
419.921880	1.40000000E+1	
420.410160	1.50000000E+1	
420.898440	1.80000000E+1	
421.386720	2.10000000E+1	
421.87500	1.00000000E+1	
422.363280	1.60000000E+1	
422.851560	2.00000000E+1	
423.339840	1.40000000E+1	
423.828130	2.00000000E+1	
424.316410	1.50000000E+1	
424.804690	1.70000000E+1	
425.29300	2.00000000E+1	
425.781250	1.60000000E+1	
426.269530	1.20000000E+1	
426.757810	1.20000000E+1	
427.246090	1.40000000E+1	
427.734380	2.30000000E+1	
428.222660	1.90000000E+1	
428.710940	8.00000000E+0	
429.199220	1.80000000E+1	
429.687500	1.40000000E+1	
430.175780	2.60000000E+1	
430.664060	1.70000000E+1	
431.152340	2.90000000E+1	
431.640630	1.50000000E+1	
432.128910	1.40000000E+1	
432.617190	1.70000000E+1	
433.105470	1.20000000E+1	
433.593750	2.20000000E+1	
434.08200	1.90000000E+1	
434.570310	1.90000000E+1	
435.058590	1.40000000E+1	
435.546880	1.30000000E+1	
436.035160	1.10000000E+1	
436.523440	2.00000000E+1	
437.011720	1.10000000E+1	
437.500	1.30000000E+1	
437.988280	1.40000000E+1	
438.476560	1.90000000E+1	
438.964840	2.60000000E+1	
439.453130	2.20000000E+1	
439.941410	1.80000000E+1	
440.429690	2.00000000E+1	
440.91800	1.40000000E+1	
441.406250	1.70000000E+1	
441.894530	1.10000000E+1	
442.382810	1.60000000E+1	
442.871090	9.00000000E+0	
443.359380	2.20000000E+1	
443.847660	2.70000000E+1	
444.335940	2.30000000E+1	
444.824220	1.40000000E+1	
445.312500	1.70000000E+1	
445.800780	2.30000000E+1	
446.289060	2.50000000E+1	
446.777340	2.10000000E+1	
447.265630	1.70000000E+1	
447.753910	1.80000000E+1	
448.242190	1.10000000E+1	
448.730470	7.00000000E+0	
449.218750	1.90000000E+1	
449.70700	1.20000000E+1	
450.195310	2.40000000E+1	
450.683590	2.80000000E+1	
